;name;distance;dist_change;power;accuracy;complexity;stam_cost;time_cost;qi_cost;features;functions;tier;freq
7256;Expert Pushing Drunken Knee;1;0;38;30;3;38;56;30;{'expert', 'pushing', 'knee', 'drunken'};['cause_off_balance', 'do_knockback'];6;2
7257;Ultimate Pushing Drunken Knee;1;0;40;31;3;40;52;35;{'pushing', 'knee', 'drunken', 'ultimate'};['cause_off_balance', 'do_knockback'];7;2
7258;Fast Knee;1;0;32;25;2;28;56;5;{'fast', 'knee'};[];1;2
7259;Skillful Fast Knee;1;0;34;26;2;34;53;10;{'fast', 'skillful', 'knee'};[];2;2
7260;Superior Fast Knee;1;0;35;28;2;36;50;15;{'fast', 'knee', 'superior'};[];3;2
7261;Advanced Fast Knee;1;0;37;29;2;39;48;20;{'fast', 'advanced', 'knee'};[];4;2
7262;Expert Fast Knee;1;0;38;30;2;42;45;25;{'fast', 'expert', 'knee'};[];5;2
7263;Ultimate Fast Knee;1;0;40;31;2;45;42;30;{'fast', 'knee', 'ultimate'};[];6;2
7264;Fast Long Knee;2;0;32;25;2;28;56;10;{'fast', 'long', 'knee'};[];2;1
7265;Skillful Fast Long Knee;2;0;34;26;2;34;53;15;{'fast', 'long', 'skillful', 'knee'};[];3;1
7266;Superior Fast Long Knee;2;0;35;28;2;36;50;20;{'fast', 'long', 'knee', 'superior'};[];4;1
7267;Advanced Fast Long Knee;2;0;37;29;2;39;48;25;{'fast', 'long', 'advanced', 'knee'};[];5;1
7268;Expert Fast Long Knee;2;0;38;30;2;42;45;30;{'fast', 'long', 'expert', 'knee'};[];6;1
7269;Ultimate Fast Long Knee;2;0;40;31;2;45;42;35;{'fast', 'long', 'knee', 'ultimate'};[];7;1
7270;Fast Ultra Long Knee;3;0;32;25;2;28;56;15;{'fast', 'ultra long', 'knee'};[];3;1
7271;Skillful Fast Ultra Long Knee;3;0;34;26;2;34;53;20;{'fast', 'skillful', 'ultra long', 'knee'};[];4;1
7272;Superior Fast Ultra Long Knee;3;0;35;28;2;36;50;25;{'fast', 'ultra long', 'knee', 'superior'};[];5;1
7273;Advanced Fast Ultra Long Knee;3;0;37;29;2;39;48;30;{'fast', 'advanced', 'ultra long', 'knee'};[];6;1
7274;Expert Fast Ultra Long Knee;3;0;38;30;2;42;45;35;{'fast', 'expert', 'ultra long', 'knee'};[];7;1
7275;Ultimate Fast Ultra Long Knee;3;0;40;31;2;45;42;40;{'fast', 'ultra long', 'knee', 'ultimate'};[];8;1
7276;Fast Charging Knee;2;-1;32;25;2;31;67;10;{'fast', 'charging', 'knee'};[];2;1
7277;Skillful Fast Charging Knee;2;-1;34;26;2;37;64;15;{'fast', 'charging', 'skillful', 'knee'};[];3;1
7278;Superior Fast Charging Knee;2;-1;35;28;2;40;60;20;{'fast', 'charging', 'knee', 'superior'};[];4;1
7279;Advanced Fast Charging Knee;2;-1;37;29;2;43;57;25;{'fast', 'charging', 'advanced', 'knee'};[];5;1
7280;Expert Fast Charging Knee;2;-1;38;30;2;46;54;30;{'fast', 'charging', 'expert', 'knee'};[];6;1
7281;Ultimate Fast Charging Knee;2;-1;40;31;2;50;50;35;{'fast', 'charging', 'knee', 'ultimate'};[];7;1
7282;Fast Retreating Knee;1;1;32;25;2;32;70;10;{'fast', 'knee', 'retreating'};[];2;1
7283;Skillful Fast Retreating Knee;1;1;34;26;2;38;66;15;{'fast', 'skillful', 'knee', 'retreating'};[];3;1
7284;Superior Fast Retreating Knee;1;1;35;28;2;42;63;20;{'fast', 'knee', 'superior', 'retreating'};[];4;1
7285;Advanced Fast Retreating Knee;1;1;37;29;2;45;60;25;{'fast', 'advanced', 'knee', 'retreating'};[];5;1
7286;Expert Fast Retreating Knee;1;1;38;30;2;48;56;30;{'fast', 'expert', 'knee', 'retreating'};[];6;1
7287;Ultimate Fast Retreating Knee;1;1;40;31;2;51;52;35;{'fast', 'ultimate', 'knee', 'retreating'};[];7;1
7288;Fast Onslaught Knee;3;-2;32;25;3;33;78;15;{'fast', 'onslaught', 'knee'};[];3;1
7289;Skillful Fast Onslaught Knee;3;-2;34;26;3;40;74;20;{'fast', 'onslaught', 'skillful', 'knee'};[];4;1
7290;Superior Fast Onslaught Knee;3;-2;35;28;3;43;70;25;{'fast', 'onslaught', 'knee', 'superior'};[];5;1
7291;Advanced Fast Onslaught Knee;3;-2;37;29;3;46;66;30;{'fast', 'onslaught', 'advanced', 'knee'};[];6;1
7292;Expert Fast Onslaught Knee;3;-2;38;30;3;50;62;35;{'fast', 'onslaught', 'expert', 'knee'};[];7;1
7293;Ultimate Fast Onslaught Knee;3;-2;40;31;3;53;58;40;{'fast', 'onslaught', 'knee', 'ultimate'};[];8;1
7294;Fast Vanishing Knee;1;2;32;25;3;34;82;15;{'vanishing', 'fast', 'knee'};[];3;1
7295;Skillful Fast Vanishing Knee;1;2;34;26;3;41;78;20;{'vanishing', 'fast', 'skillful', 'knee'};[];4;1
7296;Superior Fast Vanishing Knee;1;2;35;28;3;44;74;25;{'vanishing', 'fast', 'knee', 'superior'};[];5;1
7297;Advanced Fast Vanishing Knee;1;2;37;29;3;48;70;30;{'vanishing', 'fast', 'advanced', 'knee'};[];6;1
7298;Expert Fast Vanishing Knee;1;2;38;30;3;51;66;35;{'vanishing', 'fast', 'expert', 'knee'};[];7;1
7299;Ultimate Fast Vanishing Knee;1;2;40;31;3;54;62;40;{'vanishing', 'fast', 'knee', 'ultimate'};[];8;1
7300;Flying Knee;2;-1;32;25;3;30;70;5;{'flying', 'knee'};[];1;1
7301;Skillful Flying Knee;2;-1;34;26;3;36;66;10;{'flying', 'skillful', 'knee'};[];2;1
7302;Superior Flying Knee;2;-1;35;28;3;39;63;15;{'flying', 'knee', 'superior'};[];3;1
7303;Advanced Flying Knee;2;-1;37;29;3;42;60;20;{'advanced', 'flying', 'knee'};[];4;1
7304;Expert Flying Knee;2;-1;38;30;3;45;56;25;{'flying', 'expert', 'knee'};[];5;1
7305;Ultimate Flying Knee;2;-1;40;31;3;48;52;30;{'flying', 'knee', 'ultimate'};[];6;1
7306;Fast Flying Knee;2;-1;32;25;3;33;56;10;{'fast', 'flying', 'knee'};[];2;1
7307;Skillful Fast Flying Knee;2;-1;34;26;3;40;53;15;{'fast', 'flying', 'skillful', 'knee'};[];3;1
7308;Superior Fast Flying Knee;2;-1;35;28;3;43;50;20;{'fast', 'flying', 'knee', 'superior'};[];4;1
7309;Advanced Fast Flying Knee;2;-1;37;29;3;46;48;25;{'fast', 'flying', 'advanced', 'knee'};[];5;1
7310;Expert Fast Flying Knee;2;-1;38;30;3;50;45;30;{'fast', 'flying', 'expert', 'knee'};[];6;1
7311;Ultimate Fast Flying Knee;2;-1;40;31;3;53;42;35;{'fast', 'flying', 'knee', 'ultimate'};[];7;1
7312;Fast Acrobatic Knee;1;0;32;25;4;34;56;15;{'fast', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];3;1
7313;Skillful Fast Acrobatic Knee;1;0;34;26;4;41;53;20;{'fast', 'skillful', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];4;1
7314;Superior Fast Acrobatic Knee;1;0;35;28;4;44;50;25;{'fast', 'knee', 'acrobatic', 'superior'};['do_agility_based_dam', 'do_strength_based_dam'];5;1
7315;Advanced Fast Acrobatic Knee;1;0;37;29;4;48;48;30;{'fast', 'advanced', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];6;1
7316;Expert Fast Acrobatic Knee;1;0;38;30;4;51;45;35;{'fast', 'expert', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];7;1
7317;Ultimate Fast Acrobatic Knee;1;0;40;31;4;54;42;40;{'fast', 'knee', 'acrobatic', 'ultimate'};['do_agility_based_dam', 'do_strength_based_dam'];8;1
7318;Fast Power Knee;1;0;32;25;2;28;56;15;{'fast', 'knee', 'power'};['do_strength_based_dam'];3;2
7319;Skillful Fast Power Knee;1;0;34;26;2;34;53;20;{'fast', 'skillful', 'knee', 'power'};['do_strength_based_dam'];4;2
7320;Superior Fast Power Knee;1;0;35;28;2;36;50;25;{'fast', 'knee', 'power', 'superior'};['do_strength_based_dam'];5;2
7321;Advanced Fast Power Knee;1;0;37;29;2;39;48;30;{'fast', 'advanced', 'knee', 'power'};['do_strength_based_dam'];6;2
7322;Expert Fast Power Knee;1;0;38;30;2;42;45;35;{'fast', 'expert', 'knee', 'power'};['do_strength_based_dam'];7;2
7323;Ultimate Fast Power Knee;1;0;40;31;2;45;42;40;{'fast', 'knee', 'power', 'ultimate'};['do_strength_based_dam'];8;2
7324;Fast Trick Knee;1;0;32;25;2;28;56;15;{'trick', 'fast', 'knee'};['do_agility_based_dam'];3;2
7325;Skillful Fast Trick Knee;1;0;34;26;2;34;53;20;{'trick', 'fast', 'skillful', 'knee'};['do_agility_based_dam'];4;2
7326;Superior Fast Trick Knee;1;0;35;28;2;36;50;25;{'trick', 'fast', 'knee', 'superior'};['do_agility_based_dam'];5;2
7327;Advanced Fast Trick Knee;1;0;37;29;2;39;48;30;{'trick', 'fast', 'advanced', 'knee'};['do_agility_based_dam'];6;2
7328;Expert Fast Trick Knee;1;0;38;30;2;42;45;35;{'trick', 'fast', 'expert', 'knee'};['do_agility_based_dam'];7;2
7329;Ultimate Fast Trick Knee;1;0;40;31;2;45;42;40;{'trick', 'fast', 'knee', 'ultimate'};['do_agility_based_dam'];8;2
7330;Fast Energy Knee;1;0;32;25;2;28;56;15;{'fast', 'knee', 'energy'};['do_qi_based_dam'];3;2
7331;Skillful Fast Energy Knee;1;0;34;26;2;34;53;20;{'fast', 'skillful', 'knee', 'energy'};['do_qi_based_dam'];4;2
7332;Superior Fast Energy Knee;1;0;35;28;2;36;50;25;{'fast', 'knee', 'superior', 'energy'};['do_qi_based_dam'];5;2
7333;Advanced Fast Energy Knee;1;0;37;29;2;39;48;30;{'fast', 'advanced', 'knee', 'energy'};['do_qi_based_dam'];6;2
7334;Expert Fast Energy Knee;1;0;38;30;2;42;45;35;{'fast', 'expert', 'knee', 'energy'};['do_qi_based_dam'];7;2
7335;Ultimate Fast Energy Knee;1;0;40;31;2;45;42;40;{'fast', 'ultimate', 'knee', 'energy'};['do_qi_based_dam'];8;2
7336;Fast Piercing Knee;1;0;32;25;2;33;56;20;{'fast', 'piercing', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];4;2
7337;Skillful Fast Piercing Knee;1;0;34;26;2;40;53;25;{'fast', 'piercing', 'skillful', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];5;2
7338;Superior Fast Piercing Knee;1;0;35;28;2;43;50;30;{'fast', 'piercing', 'knee', 'superior'};['do_agility_based_dam', 'do_speed_based_dam'];6;2
7339;Advanced Fast Piercing Knee;1;0;37;29;2;46;48;35;{'fast', 'piercing', 'advanced', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];7;2
7340;Expert Fast Piercing Knee;1;0;38;30;2;50;45;40;{'fast', 'piercing', 'expert', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];8;2
7341;Ultimate Fast Piercing Knee;1;0;40;31;2;53;42;45;{'fast', 'piercing', 'knee', 'ultimate'};['do_agility_based_dam', 'do_speed_based_dam'];9;2
7342;Fast Shocking Knee;1;0;32;25;2;28;56;15;{'fast', 'knee', 'shocking'};['do_shock_move'];3;2
7343;Skillful Fast Shocking Knee;1;0;34;26;2;34;53;20;{'fast', 'skillful', 'knee', 'shocking'};['do_shock_move'];4;2
7344;Superior Fast Shocking Knee;1;0;35;28;2;36;50;25;{'fast', 'knee', 'superior', 'shocking'};['do_shock_move'];5;2
7345;Advanced Fast Shocking Knee;1;0;37;29;2;39;48;30;{'fast', 'advanced', 'knee', 'shocking'};['do_shock_move'];6;2
7346;Expert Fast Shocking Knee;1;0;38;30;2;42;45;35;{'fast', 'expert', 'knee', 'shocking'};['do_shock_move'];7;2
7347;Ultimate Fast Shocking Knee;1;0;40;31;2;45;42;40;{'fast', 'ultimate', 'knee', 'shocking'};['do_shock_move'];8;2
7348;Fast Solar Knee;1;0;32;25;2;28;56;15;{'solar', 'fast', 'knee'};['do_stam_dam'];3;2
7349;Skillful Fast Solar Knee;1;0;34;26;2;34;53;20;{'solar', 'fast', 'skillful', 'knee'};['do_stam_dam'];4;2
7350;Superior Fast Solar Knee;1;0;35;28;2;36;50;25;{'solar', 'fast', 'knee', 'superior'};['do_stam_dam'];5;2
7351;Advanced Fast Solar Knee;1;0;37;29;2;39;48;30;{'solar', 'fast', 'advanced', 'knee'};['do_stam_dam'];6;2
7352;Expert Fast Solar Knee;1;0;38;30;2;42;45;35;{'solar', 'fast', 'expert', 'knee'};['do_stam_dam'];7;2
7353;Ultimate Fast Solar Knee;1;0;40;31;2;45;42;40;{'solar', 'fast', 'knee', 'ultimate'};['do_stam_dam'];8;2
7354;Fast Nerve Knee;1;0;32;25;2;28;56;15;{'fast', 'nerve', 'knee'};['do_mob_dam'];3;2
7355;Skillful Fast Nerve Knee;1;0;34;26;2;34;53;20;{'fast', 'skillful', 'nerve', 'knee'};['do_mob_dam'];4;2
7356;Superior Fast Nerve Knee;1;0;35;28;2;36;50;25;{'fast', 'nerve', 'knee', 'superior'};['do_mob_dam'];5;2
7357;Advanced Fast Nerve Knee;1;0;37;29;2;39;48;30;{'fast', 'advanced', 'nerve', 'knee'};['do_mob_dam'];6;2
7358;Expert Fast Nerve Knee;1;0;38;30;2;42;45;35;{'fast', 'expert', 'nerve', 'knee'};['do_mob_dam'];7;2
7359;Ultimate Fast Nerve Knee;1;0;40;31;2;45;42;40;{'fast', 'nerve', 'knee', 'ultimate'};['do_mob_dam'];8;2
7360;Fast Debilitating Knee;1;0;32;25;2;28;56;25;{'debilitating', 'fast', 'knee'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];5;1
7361;Skillful Fast Debilitating Knee;1;0;34;26;2;34;53;30;{'debilitating', 'fast', 'skillful', 'knee'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];6;1
7362;Superior Fast Debilitating Knee;1;0;35;28;2;36;50;35;{'debilitating', 'fast', 'knee', 'superior'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];7;1
7363;Advanced Fast Debilitating Knee;1;0;37;29;2;39;48;40;{'debilitating', 'fast', 'advanced', 'knee'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];8;1
7364;Expert Fast Debilitating Knee;1;0;38;30;2;42;45;45;{'debilitating', 'fast', 'expert', 'knee'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];9;1
7365;Ultimate Fast Debilitating Knee;1;0;40;31;2;45;42;50;{'debilitating', 'fast', 'knee', 'ultimate'};['do_shock_move', 'do_stam_dam', 'do_mob_dam'];10;1
7366;Fast Slashing Knee;1;0;32;25;2;28;56;15;{'fast', 'slashing', 'knee'};['cause_bleeding'];3;1
7367;Skillful Fast Slashing Knee;1;0;34;26;2;34;53;20;{'fast', 'skillful', 'slashing', 'knee'};['cause_bleeding'];4;1
7368;Superior Fast Slashing Knee;1;0;35;28;2;36;50;25;{'fast', 'slashing', 'knee', 'superior'};['cause_bleeding'];5;1
7369;Advanced Fast Slashing Knee;1;0;37;29;2;39;48;30;{'fast', 'advanced', 'slashing', 'knee'};['cause_bleeding'];6;1
7370;Expert Fast Slashing Knee;1;0;38;30;2;42;45;35;{'fast', 'expert', 'slashing', 'knee'};['cause_bleeding'];7;1
7371;Ultimate Fast Slashing Knee;1;0;40;31;2;45;42;40;{'fast', 'slashing', 'knee', 'ultimate'};['cause_bleeding'];8;1
7372;Fast Drunken Knee;1;0;32;25;3;28;56;10;{'fast', 'knee', 'drunken'};['cause_off_balance'];2;2
7373;Skillful Fast Drunken Knee;1;0;34;26;3;34;53;15;{'fast', 'skillful', 'knee', 'drunken'};['cause_off_balance'];3;2
7374;Superior Fast Drunken Knee;1;0;35;28;3;36;50;20;{'fast', 'knee', 'drunken', 'superior'};['cause_off_balance'];4;2
7375;Advanced Fast Drunken Knee;1;0;37;29;3;39;48;25;{'fast', 'advanced', 'knee', 'drunken'};['cause_off_balance'];5;2
7376;Expert Fast Drunken Knee;1;0;38;30;3;42;45;30;{'fast', 'expert', 'knee', 'drunken'};['cause_off_balance'];6;2
7377;Ultimate Fast Drunken Knee;1;0;40;31;3;45;42;35;{'fast', 'knee', 'drunken', 'ultimate'};['cause_off_balance'];7;2
7378;Strong Knee;1;0;38;25;2;28;70;5;{'strong', 'knee'};[];1;2
7379;Skillful Strong Knee;1;0;40;26;2;34;66;10;{'skillful', 'strong', 'knee'};[];2;2
7380;Superior Strong Knee;1;0;42;28;2;36;63;15;{'strong', 'knee', 'superior'};[];3;2
7381;Advanced Strong Knee;1;0;44;29;2;39;60;20;{'advanced', 'strong', 'knee'};[];4;2
7382;Expert Strong Knee;1;0;46;30;2;42;56;25;{'expert', 'strong', 'knee'};[];5;2
7383;Ultimate Strong Knee;1;0;48;31;2;45;52;30;{'strong', 'knee', 'ultimate'};[];6;2
7384;Strong Long Knee;2;0;38;25;2;28;70;10;{'long', 'strong', 'knee'};[];2;1
7385;Skillful Strong Long Knee;2;0;40;26;2;34;66;15;{'long', 'skillful', 'strong', 'knee'};[];3;1
7386;Superior Strong Long Knee;2;0;42;28;2;36;63;20;{'long', 'strong', 'knee', 'superior'};[];4;1
7387;Advanced Strong Long Knee;2;0;44;29;2;39;60;25;{'advanced', 'long', 'strong', 'knee'};[];5;1
7388;Expert Strong Long Knee;2;0;46;30;2;42;56;30;{'long', 'expert', 'strong', 'knee'};[];6;1
7389;Ultimate Strong Long Knee;2;0;48;31;2;45;52;35;{'long', 'strong', 'knee', 'ultimate'};[];7;1
7390;Strong Ultra Long Knee;3;0;38;25;2;28;70;15;{'strong', 'ultra long', 'knee'};[];3;1
7391;Skillful Strong Ultra Long Knee;3;0;40;26;2;34;66;20;{'strong', 'skillful', 'ultra long', 'knee'};[];4;1
7392;Superior Strong Ultra Long Knee;3;0;42;28;2;36;63;25;{'strong', 'ultra long', 'knee', 'superior'};[];5;1
7393;Advanced Strong Ultra Long Knee;3;0;44;29;2;39;60;30;{'advanced', 'strong', 'ultra long', 'knee'};[];6;1
7394;Expert Strong Ultra Long Knee;3;0;46;30;2;42;56;35;{'strong', 'expert', 'ultra long', 'knee'};[];7;1
7395;Ultimate Strong Ultra Long Knee;3;0;48;31;2;45;52;40;{'strong', 'ultra long', 'knee', 'ultimate'};[];8;1
7396;Strong Charging Knee;2;-1;38;25;2;31;84;10;{'charging', 'strong', 'knee'};[];2;1
7397;Skillful Strong Charging Knee;2;-1;40;26;2;37;80;15;{'charging', 'skillful', 'strong', 'knee'};[];3;1
7398;Superior Strong Charging Knee;2;-1;42;28;2;40;76;20;{'charging', 'strong', 'knee', 'superior'};[];4;1
7399;Advanced Strong Charging Knee;2;-1;44;29;2;43;71;25;{'advanced', 'charging', 'strong', 'knee'};[];5;1
7400;Expert Strong Charging Knee;2;-1;46;30;2;46;67;30;{'charging', 'expert', 'strong', 'knee'};[];6;1
7401;Ultimate Strong Charging Knee;2;-1;48;31;2;50;63;35;{'charging', 'strong', 'knee', 'ultimate'};[];7;1
7402;Strong Retreating Knee;1;1;38;25;2;32;88;10;{'strong', 'knee', 'retreating'};[];2;1
7403;Skillful Strong Retreating Knee;1;1;40;26;2;38;84;15;{'skillful', 'strong', 'knee', 'retreating'};[];3;1
7404;Superior Strong Retreating Knee;1;1;42;28;2;42;79;20;{'strong', 'knee', 'superior', 'retreating'};[];4;1
7405;Advanced Strong Retreating Knee;1;1;44;29;2;45;75;25;{'advanced', 'strong', 'knee', 'retreating'};[];5;1
7406;Expert Strong Retreating Knee;1;1;46;30;2;48;70;30;{'expert', 'strong', 'knee', 'retreating'};[];6;1
7407;Ultimate Strong Retreating Knee;1;1;48;31;2;51;66;35;{'ultimate', 'strong', 'knee', 'retreating'};[];7;1
7408;Strong Onslaught Knee;3;-2;38;25;3;33;98;15;{'onslaught', 'strong', 'knee'};[];3;1
7409;Skillful Strong Onslaught Knee;3;-2;40;26;3;40;93;20;{'onslaught', 'skillful', 'strong', 'knee'};[];4;1
7410;Superior Strong Onslaught Knee;3;-2;42;28;3;43;88;25;{'onslaught', 'strong', 'knee', 'superior'};[];5;1
7411;Advanced Strong Onslaught Knee;3;-2;44;29;3;46;83;30;{'advanced', 'onslaught', 'strong', 'knee'};[];6;1
7412;Expert Strong Onslaught Knee;3;-2;46;30;3;50;78;35;{'onslaught', 'expert', 'strong', 'knee'};[];7;1
7413;Ultimate Strong Onslaught Knee;3;-2;48;31;3;53;74;40;{'onslaught', 'strong', 'knee', 'ultimate'};[];8;1
7414;Strong Vanishing Knee;1;2;38;25;3;34;102;15;{'vanishing', 'strong', 'knee'};[];3;1
7415;Skillful Strong Vanishing Knee;1;2;40;26;3;41;97;20;{'vanishing', 'skillful', 'strong', 'knee'};[];4;1
7416;Superior Strong Vanishing Knee;1;2;42;28;3;44;92;25;{'vanishing', 'strong', 'knee', 'superior'};[];5;1
7417;Advanced Strong Vanishing Knee;1;2;44;29;3;48;87;30;{'vanishing', 'advanced', 'strong', 'knee'};[];6;1
7418;Expert Strong Vanishing Knee;1;2;46;30;3;51;82;35;{'vanishing', 'expert', 'strong', 'knee'};[];7;1
7419;Ultimate Strong Vanishing Knee;1;2;48;31;3;54;76;40;{'vanishing', 'strong', 'knee', 'ultimate'};[];8;1
7420;Strong Flying Knee;2;-1;38;25;3;33;70;10;{'flying', 'strong', 'knee'};[];2;1
7421;Skillful Strong Flying Knee;2;-1;40;26;3;40;66;15;{'flying', 'skillful', 'strong', 'knee'};[];3;1
7422;Superior Strong Flying Knee;2;-1;42;28;3;43;63;20;{'flying', 'strong', 'knee', 'superior'};[];4;1
7423;Advanced Strong Flying Knee;2;-1;44;29;3;46;60;25;{'advanced', 'flying', 'strong', 'knee'};[];5;1
7424;Expert Strong Flying Knee;2;-1;46;30;3;50;56;30;{'flying', 'expert', 'strong', 'knee'};[];6;1
7425;Ultimate Strong Flying Knee;2;-1;48;31;3;53;52;35;{'flying', 'strong', 'knee', 'ultimate'};[];7;1
7426;Strong Acrobatic Knee;1;0;38;25;4;34;70;15;{'strong', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];3;1
7427;Skillful Strong Acrobatic Knee;1;0;40;26;4;41;66;20;{'skillful', 'strong', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];4;1
7428;Superior Strong Acrobatic Knee;1;0;42;28;4;44;63;25;{'strong', 'knee', 'acrobatic', 'superior'};['do_agility_based_dam', 'do_strength_based_dam'];5;1
7429;Advanced Strong Acrobatic Knee;1;0;44;29;4;48;60;30;{'advanced', 'strong', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];6;1
7430;Expert Strong Acrobatic Knee;1;0;46;30;4;51;56;35;{'expert', 'strong', 'knee', 'acrobatic'};['do_agility_based_dam', 'do_strength_based_dam'];7;1
7431;Ultimate Strong Acrobatic Knee;1;0;48;31;4;54;52;40;{'strong', 'knee', 'acrobatic', 'ultimate'};['do_agility_based_dam', 'do_strength_based_dam'];8;1
7432;Strong Energy Knee;1;0;38;25;2;28;70;15;{'strong', 'knee', 'energy'};['do_qi_based_dam'];3;2
7433;Skillful Strong Energy Knee;1;0;40;26;2;34;66;20;{'skillful', 'strong', 'knee', 'energy'};['do_qi_based_dam'];4;2
7434;Superior Strong Energy Knee;1;0;42;28;2;36;63;25;{'strong', 'knee', 'superior', 'energy'};['do_qi_based_dam'];5;2
7435;Advanced Strong Energy Knee;1;0;44;29;2;39;60;30;{'advanced', 'strong', 'knee', 'energy'};['do_qi_based_dam'];6;2
7436;Expert Strong Energy Knee;1;0;46;30;2;42;56;35;{'expert', 'strong', 'knee', 'energy'};['do_qi_based_dam'];7;2
7437;Ultimate Strong Energy Knee;1;0;48;31;2;45;52;40;{'ultimate', 'strong', 'knee', 'energy'};['do_qi_based_dam'];8;2
7438;Strong Piercing Knee;1;0;38;25;2;33;70;20;{'piercing', 'strong', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];4;2
7439;Skillful Strong Piercing Knee;1;0;40;26;2;40;66;25;{'piercing', 'skillful', 'strong', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];5;2
7440;Superior Strong Piercing Knee;1;0;42;28;2;43;63;30;{'piercing', 'strong', 'knee', 'superior'};['do_agility_based_dam', 'do_speed_based_dam'];6;2
7441;Advanced Strong Piercing Knee;1;0;44;29;2;46;60;35;{'advanced', 'piercing', 'strong', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];7;2
7442;Expert Strong Piercing Knee;1;0;46;30;2;50;56;40;{'piercing', 'expert', 'strong', 'knee'};['do_agility_based_dam', 'do_speed_based_dam'];8;2
7443;Ultimate Strong Piercing Knee;1;0;48;31;2;53;52;45;{'piercing', 'strong', 'knee', 'ultimate'};['do_agility_based_dam', 'do_speed_based_dam'];9;2
7444;Strong Shocking Knee;1;0;38;25;2;28;70;15;{'strong', 'knee', 'shocking'};['do_shock_move'];3;2
7445;Skillful Strong Shocking Knee;1;0;40;26;2;34;66;20;{'skillful', 'strong', 'knee', 'shocking'};['do_shock_move'];4;2
7446;Superior Strong Shocking Knee;1;0;42;28;2;36;63;25;{'strong', 'knee', 'superior', 'shocking'};['do_shock_move'];5;2
7447;Advanced Strong Shocking Knee;1;0;44;29;2;39;60;30;{'advanced', 'strong', 'knee', 'shocking'};['do_shock_move'];6;2
7448;Expert Strong Shocking Knee;1;0;46;30;2;42;56;35;{'expert', 'strong', 'knee', 'shocking'};['do_shock_move'];7;2
7449;Ultimate Strong Shocking Knee;1;0;48;31;2;45;52;40;{'ultimate', 'strong', 'knee', 'shocking'};['do_shock_move'];8;2
7450;Strong Solar Knee;1;0;38;25;2;28;70;15;{'solar', 'strong', 'knee'};['do_stam_dam'];3;2
7451;Skillful Strong Solar Knee;1;0;40;26;2;34;66;20;{'solar', 'skillful', 'strong', 'knee'};['do_stam_dam'];4;2
7452;Superior Strong Solar Knee;1;0;42;28;2;36;63;25;{'solar', 'strong', 'knee', 'superior'};['do_stam_dam'];5;2
7453;Advanced Strong Solar Knee;1;0;44;29;2;39;60;30;{'solar', 'advanced', 'strong', 'knee'};['do_stam_dam'];6;2
